Date,Open,High,Low,Close
6/15/2018,2777.78,2782.81,2761.73,2779.66
6/14/2018,2783.21,2789.06,2776.52,2782.49
6/13/2018,2787.94,2791.47,2774.65,2775.63
6/12/2018,2785.6,2789.8,2778.78,2786.85
6/11/2018,2780.18,2790.21,2780.17,2782
6/8/2018,2765.84,2779.39,2763.59,2779.03
6/7/2018,2774.84,2779.9,2760.16,2770.37
6/6/2018,2753.25,2772.39,2748.46,2772.35
6/5/2018,2748.46,2752.61,2739.51,2748.8
6/4/2018,2741.67,2749.16,2740.54,2746.87
6/1/2018,2718.7,2736.93,2718.7,2734.62
5/31/2018,2720.98,2722.5,2700.68,2705.27
5/30/2018,2702.43,2729.34,2702.43,2724.01
5/29/2018,2705.11,2710.67,2676.81,2689.86
5/25/2018,2723.6,2727.36,2714.99,2721.33
5/24/2018,2730.94,2731.97,2707.38,2727.76
5/23/2018,2713.98,2733.33,2709.54,2733.29
5/22/2018,2738.34,2742.24,2721.88,2724.44
5/21/2018,2725.95,2739.19,2725.7,2733.01
5/18/2018,2717.35,2719.5,2709.18,2712.97
5/17/2018,2719.71,2731.96,2711.36,2720.13
5/16/2018,2712.62,2727.76,2712.17,2722.46
5/15/2018,2718.59,2718.59,2701.91,2711.45
5/14/2018,2733.37,2742.1,2725.47,2730.13
5/11/2018,2722.7,2732.86,2717.45,2727.72
5/10/2018,2705.02,2726.11,2704.54,2723.07
5/9/2018,2678.12,2701.27,2674.14,2697.79
5/8/2018,2670.26,2676.34,2655.2,2671.92
5/7/2018,2669.36,2683.35,2664.7,2672.63
5/4/2018,2621.45,2670.93,2615.32,2663.42
5/3/2018,2628.08,2637.14,2594.62,2629.73
5/2/2018,2654.24,2660.87,2631.7,2635.67
5/1/2018,2643.64,2655.27,2625.41,2654.8
4/30/2018,2675.05,2682.92,2648.04,2648.05
4/27/2018,2675.47,2677.35,2659.01,2669.91
4/26/2018,2651.65,2676.48,2647.16,2666.94
4/25/2018,2634.92,2645.3,2612.67,2639.4
4/24/2018,2680.8,2683.55,2617.32,2634.56
4/23/2018,2675.4,2682.86,2657.99,2670.29
4/20/2018,2692.56,2693.94,2660.61,2670.14
4/19/2018,2701.16,2702.84,2681.9,2693.13
4/18/2018,2710.11,2717.49,2703.63,2708.64
4/17/2018,2692.74,2713.34,2692.05,2706.39
4/16/2018,2670.1,2686.49,2665.16,2677.84
4/13/2018,2676.9,2680.26,2645.05,2656.3
4/12/2018,2653.83,2674.72,2653.83,2663.99
4/11/2018,2643.89,2661.43,2639.25,2642.19
4/10/2018,2638.41,2665.45,2635.78,2656.87
4/9/2018,2617.18,2653.55,2610.79,2613.16
4/6/2018,2645.82,2656.88,2586.27,2604.47
4/5/2018,2657.36,2672.08,2649.58,2662.84
4/4/2018,2584.04,2649.86,2573.61,2644.69
4/3/2018,2592.17,2619.14,2575.49,2614.45
4/2/2018,2633.45,2638.3,2553.8,2581.88
3/29/2018,2614.41,2659.07,2609.72,2640.87
3/28/2018,2611.3,2632.65,2593.06,2605
3/27/2018,2667.57,2674.78,2596.12,2612.62
3/26/2018,2619.35,2661.36,2601.81,2658.55
3/23/2018,2646.71,2657.67,2585.89,2588.26
3/22/2018,2691.36,2695.68,2641.59,2643.69
3/21/2018,2714.99,2739.14,2709.79,2711.93
3/20/2018,2715.05,2724.22,2710.05,2716.94
3/19/2018,2741.38,2741.38,2694.59,2712.92
3/16/2018,2750.57,2761.85,2749.97,2752.01
3/15/2018,2754.27,2763.03,2741.47,2747.33
3/14/2018,2774.06,2777.11,2744.38,2749.48
3/13/2018,2792.31,2801.9,2758.68,2765.31
3/12/2018,2790.54,2796.98,2779.26,2783.02
3/9/2018,2752.91,2786.57,2751.54,2786.57
3/8/2018,2732.75,2740.45,2722.65,2738.97
3/7/2018,2710.18,2730.6,2701.74,2726.8
3/6/2018,2730.18,2732.08,2711.26,2728.12
3/5/2018,2681.06,2728.09,2675.75,2720.94
3/2/2018,2658.89,2696.25,2647.32,2691.25
3/1/2018,2715.22,2730.89,2659.65,2677.67
2/28/2018,2753.78,2761.52,2713.54,2713.83
2/27/2018,2780.45,2789.15,2744.22,2744.28
2/26/2018,2757.37,2780.64,2753.78,2779.6
2/23/2018,2715.8,2747.76,2713.74,2747.3
2/22/2018,2710.42,2731.26,2697.77,2703.96
2/21/2018,2720.53,2747.75,2701.29,2701.33
2/20/2018,2726.01,2737.6,2706.76,2716.26
2/16/2018,2727.14,2754.42,2725.11,2732.22
2/15/2018,2713.46,2731.51,2689.82,2731.2
2/14/2018,2651.21,2702.1,2648.87,2698.63
2/13/2018,2646.27,2668.84,2637.08,2662.94
2/12/2018,2636.75,2672.61,2622.45,2656
2/9/2018,2601.78,2638.67,2532.69,2619.55
2/8/2018,2685.01,2685.27,2580.56,2581
2/7/2018,2690.95,2727.67,2681.33,2681.66
2/6/2018,2614.78,2701.04,2593.07,2695.14
2/5/2018,2741.06,2763.39,2638.17,2648.94
2/2/2018,2808.92,2808.92,2759.97,2762.13
2/1/2018,2816.45,2835.96,2812.7,2821.98
1/31/2018,2832.41,2839.26,2813.04,2823.81
1/30/2018,2832.74,2837.75,2818.27,2822.43
1/29/2018,2867.23,2870.62,2851.48,2853.53
1/26/2018,2847.48,2872.87,2846.18,2872.87
1/25/2018,2846.24,2848.56,2830.94,2839.25
1/24/2018,2845.42,2852.97,2824.81,2837.54
1/23/2018,2835.05,2842.24,2830.59,2839.13
1/22/2018,2809.16,2833.03,2808.12,2832.97
1/19/2018,2802.6,2810.33,2798.08,2810.3
1/18/2018,2802.4,2805.83,2792.56,2798.03
1/17/2018,2784.99,2807.04,2778.38,2802.56
1/16/2018,2798.96,2807.54,2768.64,2776.42
1/12/2018,2770.18,2787.85,2769.64,2786.24
1/11/2018,2752.97,2767.56,2752.78,2767.56
1/10/2018,2745.55,2750.8,2736.06,2748.23
1/9/2018,2751.15,2759.14,2747.86,2751.29
1/8/2018,2742.67,2748.51,2737.6,2747.71
1/5/2018,2731.33,2743.45,2727.92,2743.15
1/4/2018,2719.31,2729.29,2719.07,2723.99
1/3/2018,2697.85,2714.37,2697.77,2713.06
1/2/2018,2683.73,2695.89,2682.36,2695.81
12/29/2017,2689.15,2692.12,2673.61,2673.61
12/28/2017,2686.1,2687.66,2682.69,2687.54
12/27/2017,2682.1,2685.64,2678.91,2682.62
12/26/2017,2679.09,2682.74,2677.96,2680.5
12/22/2017,2684.22,2685.35,2678.13,2683.34
12/21/2017,2683.02,2692.64,2682.4,2684.57
12/20/2017,2688.18,2691.01,2676.11,2679.25
12/19/2017,2692.71,2694.44,2680.74,2681.47
12/18/2017,2685.92,2694.97,2685.92,2690.16
12/15/2017,2660.63,2679.63,2659.14,2675.81
12/14/2017,2665.87,2668.09,2652.01,2652.01
12/13/2017,2667.59,2671.88,2662.85,2662.85
12/12/2017,2661.73,2669.72,2659.78,2664.11
12/11/2017,2652.19,2660.33,2651.47,2659.99
12/8/2017,2646.21,2651.65,2644.1,2651.5
12/7/2017,2628.38,2640.99,2626.53,2636.98
12/6/2017,2626.24,2634.41,2624.75,2629.27
12/5/2017,2639.78,2648.72,2627.73,2629.57
12/4/2017,2657.19,2665.19,2639.03,2639.44
12/1/2017,2645.1,2650.62,2605.52,2642.22
11/30/2017,2633.93,2657.74,2633.93,2647.58
11/29/2017,2627.82,2634.89,2620.32,2626.07
11/28/2017,2605.94,2627.69,2605.44,2627.04
11/27/2017,2602.66,2606.41,2598.87,2601.42
11/24/2017,2600.42,2604.21,2600.42,2602.42
11/22/2017,2600.31,2600.94,2595.23,2597.08
11/21/2017,2589.17,2601.19,2589.17,2599.03
11/20/2017,2579.49,2584.64,2578.24,2582.14
11/17/2017,2582.94,2583.96,2577.62,2578.85
11/16/2017,2572.95,2590.09,2572.95,2585.64
11/15/2017,2569.45,2572.84,2557.45,2564.62
11/14/2017,2577.75,2579.66,2566.56,2578.87
11/13/2017,2576.53,2587.66,2574.48,2584.84
11/10/2017,2580.18,2583.81,2575.57,2582.3
11/9/2017,2584,2586.5,2566.33,2584.62
11/8/2017,2588.71,2595.47,2585.02,2594.38
11/7/2017,2592.11,2597.02,2584.35,2590.64
11/6/2017,2587.47,2593.38,2585.66,2591.13
11/3/2017,2581.93,2588.42,2576.77,2587.84
11/2/2017,2579.46,2581.11,2566.17,2579.85
11/1/2017,2583.21,2588.4,2574.92,2579.36
10/31/2017,2575.99,2578.29,2572.15,2575.26
10/30/2017,2577.75,2580.03,2568.25,2572.83
10/27/2017,2570.26,2582.98,2565.94,2581.07
10/26/2017,2560.08,2567.07,2559.8,2560.4
10/25/2017,2566.52,2567.4,2544,2557.15
10/24/2017,2568.66,2572.18,2565.58,2569.13
10/23/2017,2578.08,2578.29,2564.33,2564.98
10/20/2017,2567.56,2575.44,2567.56,2575.21
10/19/2017,2553.39,2562.36,2547.92,2562.1
10/18/2017,2562.87,2564.11,2559.67,2561.26
10/17/2017,2557.17,2559.71,2554.69,2559.36
10/16/2017,2555.57,2559.47,2552.64,2557.64
10/13/2017,2555.66,2557.65,2552.09,2553.17
10/12/2017,2552.88,2555.33,2548.31,2550.93
10/11/2017,2550.62,2555.24,2547.95,2555.24
10/10/2017,2549.99,2555.23,2544.86,2550.64
10/9/2017,2551.39,2551.82,2541.6,2544.73
10/6/2017,2547.44,2549.41,2543.79,2549.33
10/5/2017,2540.86,2552.51,2540.02,2552.07
10/4/2017,2533.48,2540.53,2531.8,2537.74
10/3/2017,2530.34,2535.13,2528.85,2534.58
10/2/2017,2521.2,2529.23,2520.4,2529.12
9/29/2017,2509.96,2519.44,2507.99,2519.36
9/28/2017,2503.41,2510.81,2502.93,2510.06
9/27/2017,2503.3,2511.75,2495.91,2507.04
9/26/2017,2501.04,2503.51,2495.12,2496.84
9/25/2017,2499.39,2502.54,2488.03,2496.66
9/22/2017,2497.26,2503.47,2496.54,2502.22
9/21/2017,2507.16,2507.16,2499,2500.6
9/20/2017,2506.84,2508.85,2496.67,2508.24
9/19/2017,2506.29,2507.84,2503.19,2506.65
9/18/2017,2502.51,2508.32,2499.92,2503.87
9/15/2017,2495.67,2500.23,2493.16,2500.23
9/14/2017,2494.56,2498.43,2491.35,2495.62
9/13/2017,2493.89,2498.37,2492.14,2498.37
9/12/2017,2491.94,2496.77,2490.37,2496.48
9/11/2017,2474.52,2488.95,2474.52,2488.11
9/8/2017,2462.25,2467.11,2459.4,2461.43
9/7/2017,2468.06,2468.62,2460.29,2465.1
9/6/2017,2463.83,2469.64,2459.2,2465.54
9/5/2017,2470.35,2471.97,2446.55,2457.85
9/1/2017,2474.42,2480.38,2473.85,2476.55
8/31/2017,2462.65,2475.01,2462.65,2471.65
8/30/2017,2446.06,2460.31,2443.77,2457.59
8/29/2017,2431.94,2449.19,2428.2,2446.3
8/28/2017,2447.35,2449.12,2439.03,2444.24
8/25/2017,2444.72,2453.96,2442.22,2443.05
8/24/2017,2447.91,2450.39,2436.19,2438.97
8/23/2017,2444.88,2448.91,2441.42,2444.04
8/22/2017,2433.75,2454.77,2433.67,2452.51
8/21/2017,2425.5,2430.58,2417.35,2428.37
8/18/2017,2427.64,2440.27,2420.69,2425.55
8/17/2017,2462.95,2465.02,2430.01,2430.01
8/16/2017,2468.63,2474.93,2463.86,2468.11
8/15/2017,2468.66,2468.9,2461.61,2464.61
8/14/2017,2454.96,2468.22,2454.96,2465.84
8/11/2017,2441.04,2448.09,2437.85,2441.32
8/10/2017,2465.38,2465.38,2437.75,2438.21
8/9/2017,2465.35,2474.41,2462.08,2474.02
8/8/2017,2478.35,2490.87,2470.32,2474.92
8/7/2017,2477.14,2480.95,2475.88,2480.91
8/4/2017,2476.88,2480,2472.08,2476.83
8/3/2017,2476.03,2476.03,2468.85,2472.16
8/2/2017,2480.38,2480.38,2466.48,2477.57
8/1/2017,2477.1,2478.51,2471.14,2476.35
